id,area,service_group,service_or_check,clause,page,delta_type,harmonization_disposition,priority,closure_wave,known_seed_slice,official_java_surface,official_cpp_surface,official_fedpro_surface,unsupported_boundary_candidate,suggested_repo_evidence_path,closure_task,disposition_rationale
HLA2025-FI-SVC-115,Federate Interface service catalog,Time management,Disable Asynchronous Delivery,8.16,205,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-grant-and-async-delivery,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-grant-and-async-delivery.
HLA2025-FI-SVC-116,Federate Interface service catalog,Time management,Query GALT,8.17,206,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-query-and-lookahead-control,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-query-and-lookahead-control.
HLA2025-FI-SVC-117,Federate Interface service catalog,Time management,Query Logical Time,8.18,206,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-query-and-lookahead-control,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-query-and-lookahead-control.
HLA2025-FI-SVC-118,Federate Interface service catalog,Time management,Query LITS,8.19,207,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-query-and-lookahead-control,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-query-and-lookahead-control.
HLA2025-FI-SVC-119,Federate Interface service catalog,Time management,Modify Lookahead,8.20,208,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-query-and-lookahead-control,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-query-and-lookahead-control.
HLA2025-FI-SVC-120,Federate Interface service catalog,Time management,Query Lookahead,8.21,209,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-query-and-lookahead-control,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-query-and-lookahead-control.
HLA2025-FI-SVC-121,Federate Interface service catalog,Time management,Retract,8.22,210,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-queries-retraction-and-order,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-queries-retraction-and-order.
HLA2025-FI-SVC-122,Federate Interface service catalog,Time management,Request Retraction †,8.23,211,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-queries-retraction-and-order,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-queries-retraction-and-order.
HLA2025-FI-SVC-123,Federate Interface service catalog,Time management,Change Attribute Order Type,8.24,212,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-queries-retraction-and-order,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-queries-retraction-and-order.
HLA2025-FI-SVC-124,Federate Interface service catalog,Time management,Change Default Attribute Order Type,8.25,213,modified,covered,P0,1-fi-service-and-binding-disposition,2025-time-queries-retraction-and-order,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-queries-retraction-and-order.
HLA2025-FI-SVC-125,Federate Interface service catalog,Time management,Change Interaction Order Type,8.26,214,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-queries-retraction-and-order,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-queries-retraction-and-order.
HLA2025-FI-SVC-126,Federate Interface service catalog,Data distribution management,Create Region,9.2,226,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ddm-default-attribute-policy,present,present,present,no,docs/requirements/ieee-1516-2025/ddm_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_ddm_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/ddm_default_attribute_policy.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ddm-default-attribute-policy.
HLA2025-FI-SVC-127,Federate Interface service catalog,Data distribution management,Commit Region Modifications,9.3,226,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ddm-default-attribute-policy,present,present,present,no,docs/requirements/ieee-1516-2025/ddm_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_ddm_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/ddm_default_attribute_policy.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ddm-default-attribute-policy.
HLA2025-FI-SVC-128,Federate Interface service catalog,Data distribution management,Delete Region,9.4,227,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ddm-default-attribute-policy,present,present,present,no,docs/requirements/ieee-1516-2025/ddm_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_ddm_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/ddm_default_attribute_policy.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ddm-default-attribute-policy.
HLA2025-FI-SVC-129,Federate Interface service catalog,Data distribution management,Register Object Instance With Regions,9.5,228,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ddm-default-attribute-policy,present,present,present,no,docs/requirements/ieee-1516-2025/ddm_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/backends/test_python_backend_time_ddm_extended.py; tests/scenarios/test_ddm_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/ddm_default_attribute_policy.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ddm-default-attribute-policy.
