matrix_id,kind,document,section_ref,title,requirement_id,service_group,status,implementation_refs,positive_test_refs,negative_test_refs,artifact_refs,linked_methods,linked_assets,claim_scope,supported_subset_for,policy_basis,python_runtime_status,python_runtime_disposition,certi_runtime_status,certi_runtime_disposition,portico_runtime_status,portico_runtime_disposition,pitch_runtime_status,pitch_runtime_disposition,pitch_jpype_runtime_disposition,pitch_py4j_runtime_disposition,vendor_evidence_refs,vendor_notes,vendor_source,vendor_profile_bucket,vendor_profile_refs,vendor_profile_notes,vendor_profile_source,notes,source
HLA1516.1-MOM-11.2-003,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.2,RTI shall register one MOM federation object instance for the federation execution,HLA1516.1-MOM-11.2-003,MOM,pass,,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=integration test,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.2-004,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.2,RTI shall periodically update MOM object attributes according to timing data,HLA1516.1-MOM-11.2-004,MOM,pass,,test_standard_mim_object_classes_are_loaded_and_mom_attributes_are_reflected,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=integration test,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.2.1-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.2.1,MOM object classes may be extended by subclasses or additional attributes,HLA1516.1-MOM-11.2.1-001,MOM,pass,hla2010/fom.py; hla2010/resources/foms/HLAstandardMIM.xml,tests/factories/test_fom_omt_parsing.py,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,HLA1516.1-MOM-11.2.1-001,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=catalog extension test; Focused catalog merge proof shows the standard MOM class tree accepts extension by added attributes and subclasses without altering baseline MIM declarations,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.2.1-002,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.2.1,RTI shall not subscribe to any MOM object class,HLA1516.1-MOM-11.2.1-002,MOM,pass,hla2010/backends/python/mom.py; hla2010/backends/python/state.py,tests/mom/test_mom_catalog_validation_v012.py,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,HLA1516.1-MOM-11.2.1-002,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=negative integration test; Clause-level MOM subscription-prohibition row mapped to explicit no-hidden-subscription runtime coverage,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.2.1-003,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.2.1,RTI shall not divest ownership of standard MOM instance attributes,HLA1516.1-MOM-11.2.1-003,MOM,pass,hla2010/backends/python/mom.py; hla2010/backends/python/state.py,tests/mom/test_mom_catalog_validation_v012.py,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,HLA1516.1-MOM-11.2.1-003,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=negative integration test; Clause-level MOM ownership-prohibition row mapped to explicit RTI-ownership invariant coverage,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.3-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.3,RTI shall support MOM interaction classes according to their defined roles,HLA1516.1-MOM-11.3-001,MOM,pass,,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=verification slice,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.3-002,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.3,RTI shall act on MOM adjustment interactions,HLA1516.1-MOM-11.3-002,MOM,pass,,test_strict_mom_rejects_invalid_boolean_payload_and_accepts_valid_service_reporting_adjust,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=integration test,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.3-003,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.3,RTI shall act on MOM request interactions by sending corresponding report interactions,HLA1516.1-MOM-11.3-003,MOM,pass,packages/hla-backend-inmemory/src/hla.backends.inmemory/mom_reporting.py,tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,tests/mom/test_mom_catalog_validation_v012.py::test_rejected_mom_report_request_does_not_emit_positive_mim_report,analysis/compliance/verification_assets.json; analysis/compliance/verification_traceability.csv; requirements/hla1516_1_priority_clauses_4_8_11.csv,,HLA1516.1-MOM-11.3-003,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=observer verification slice; Clause-level extraction row mapped to exact request-report success evidence plus explicit non-emission on rejected MOM request handling.,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.3-004,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.3,RTI shall send MOM report interactions,HLA1516.1-MOM-11.3-004,MOM,pass,packages/hla-backend-inmemory/src/hla.backends.inmemory/mom_reporting.py,tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters,tests/mom/test_mom_catalog_validation_v012.py::test_rejected_mom_report_request_does_not_emit_positive_mim_report,requirements/hla1516_1_priority_clauses_4_8_11.csv,,HLA1516.1-MOM-11.3-004,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=integration test; Clause-level extraction row mapped to exact positive MOM report payload evidence plus explicit non-emission on rejected report-producing paths.,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.3-005,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.3,RTI shall act on MOM service interactions by invoking HLA services on behalf of another federate,HLA1516.1-MOM-11.3-005,MOM,pass,,test_mom_service_action_can_drive_time_management_service,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=integration test,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.3-006,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.3,RTI shall not emit the corresponding positive MOM report interaction when a MOM request action or federate-sent MOM report interaction is rejected,HLA1516.1-MOM-11.3-006,MOM,pass,packages/hla-backend-inmemory/src/hla.backends.inmemory/mom_actions.py; packages/hla-backend-inmemory/src/hla.backends.inmemory/mom_reporting.py,,tests/mom/test_mom_catalog_validation_v012.py::test_rejected_mom_report_request_does_not_emit_positive_mim_report; tests/mom/test_mom_catalog_validation_v012.py::test_rejected_mom_adjustment_emits_exception_but_not_service_invocation_report; tests/mom/test_mom_catalog_validation_v012.py::test_strict_mom_rejects_federate_sent_report_interaction,requirements/hla1516_1_priority_clauses_4_8_11.csv,,HLA1516.1-MOM-11.3-006,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=negative integration test; Focused runtime proof now shows rejected MOM paths emit MOMexception when appropriate but not the corresponding positive report interaction.,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.3.1-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.3.1,RTI shall publish MOM report interactions at the leaf class level,HLA1516.1-MOM-11.3.1-001,MOM,pass,,test_mom_report_payload_uses_exact_mim_catalog_parameters,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=integration test,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.3.1-002,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.3.1,RTI shall ignore added nonstandard parameters when receiving MOM interactions,HLA1516.1-MOM-11.3.1-002,MOM,pass,hla2010/backends/python/mom_actions.py; hla2010/mom_catalog.py,tests/mom/test_mom_catalog_validation_v012.py,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,HLA1516.1-MOM-11.3.1-002,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=negative integration test; Focused runtime proof injects an extra declared parameter on a MOM adjust interaction and shows the RTI performs the standard action without emitting a MOM exception,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.4-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.4,RTI shall apply MOM-specific RTI characteristics defined by the standard rather than behaving as a normal joined federate,HLA1516.1-MOM-11.4-001,MOM,pass,,test_mom_runtime_does_not_join_as_time_managed_federate,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=verification slice,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.4.1-001,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.4.1,RTI shall publish all MOM leaf object classes designated as published in the MOM tables,HLA1516.1-MOM-11.4.1-001,MOM,pass,,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=verification slice,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.4.1-002,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.4.1,RTI shall publish all required attributes for published MOM object classes,HLA1516.1-MOM-11.4.1-002,MOM,pass,,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=verification slice,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.4.1-003,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.4.1,RTI shall publish all MOM leaf interaction classes designated as published,HLA1516.1-MOM-11.4.1-003,MOM,pass,,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=verification slice,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.4.1-004,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.4.1,RTI shall subscribe to MOM leaf interaction classes designated as subscribed,HLA1516.1-MOM-11.4.1-004,MOM,pass,,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=verification slice,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.4.1-005,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.4.1,RTI shall be neither time regulating nor time constrained,HLA1516.1-MOM-11.4.1-005,MOM,pass,hla2010/backends/python/mom.py; hla2010/backends/python/state.py,tests/mom/test_mom_catalog_validation_v012.py,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,HLA1516.1-MOM-11.4.1-005,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=negative integration test; Clause-level MOM time-state row mapped to explicit runtime proof that the RTI is not represented as a joined time-managed federate,requirements/hla1516_1_priority_clauses_4_8_11.csv
HLA1516.1-MOM-11.4.1-006,extracted-requirement,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §11.4.1,RTI shall never provide timestamps or retraction handles for MOM messages,HLA1516.1-MOM-11.4.1-006,MOM,pass,hla2010/backends/python/mom.py; hla2010/backends/python/mom_reporting.py,tests/mom/test_mom_catalog_validation_v012.py,,requirements/hla1516_1_priority_clauses_4_8_11.csv,,HLA1516.1-MOM-11.4.1-006,,,,,verified,,classification-required,,classification-required,,classification-required,classification-required,classification-required,,,,,,,,verification_method=negative integration test; Clause-level MOM transport row mapped to explicit receive-order no-time-metadata coverage,requirements/hla1516_1_priority_clauses_4_8_11.csv
