master_requirement_id,standard,clause,capability,feature,master_requirement_type,harmonization_status,harmonization_source_file,curated_requirement_id,current_test_id,implementation_area,notes
HLA1516.1-OM-6_9-DISCOVEROBJECTINSTANCE-CB_ORDER-001,IEEE 1516.1-2010,6.9,CAP-OM,OM-DISCOVER_OBJECT_INSTANCE,CB_ORDER,partial,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.9-001,tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,rti/callback_dispatch,"This imported object-management callback-order row remains partial because current tests prove callback occurrence and some sequencing, but not the full standard ordering envelope."
HLA1516.1-OM-6_9-DISCOVEROBJECTINSTANCE-CB_PAYLOAD-001,IEEE 1516.1-2010,6.9,CAP-OM,OM-DISCOVER_OBJECT_INSTANCE,CB_PAYLOAD,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.9-001,tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,rti/callback_dispatch,This imported object-management callback-payload row is directly covered by tests that assert the callback arguments.
HLA1516.1-OM-6_9-DISCOVEROBJECTINSTANCE-CB_SIG-001,IEEE 1516.1-2010,6.9,CAP-OM,OM-DISCOVER_OBJECT_INSTANCE,CB_SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.9-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable,api/federate_ambassador,This imported object-management callback-signature row is directly covered by the Clause 6 source-binding signature audit.
HLA1516.1-OM-6_9-FEDCB-001,IEEE 1516.1-2010,6.9,CAP-OM,OM-discoverObjectInstance,FED_CB,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.9-001,tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,object_management.callbacks.discoverObjectInstance,This imported object-management callback row is directly exercised by current Clause 6 callback tests.
HLA1516.1-OM-6_9-FEDCB-001-ORD,IEEE 1516.1-2010,6.9,CAP-OM,OM-discoverObjectInstance,CB_ORD,partial,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.9-001,tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,object_management.callback_dispatch,"This imported object-management callback-order row remains partial because current tests prove callback occurrence and some sequencing, but not the full standard ordering envelope."
HLA1516.1-OM-6_9-FEDCB-001-SIG,IEEE 1516.1-2010,6.9,CAP-OM,OM-discoverObjectInstance,CB_SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.9-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable,object_management.callbacks.discoverObjectInstance,This imported object-management callback-signature row is directly covered by the Clause 6 source-binding signature audit.
HLA1516.1-OM-6_9-FEDCB-002,IEEE 1516.1-2010,6.9,CAP-OM,OM-discoverObjectInstance,FED_CB,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.9-001,tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,object_management.callbacks.discoverObjectInstance,This imported object-management callback row is directly exercised by current Clause 6 callback tests.
HLA1516.1-OM-6_9-FEDCB-002-ORD,IEEE 1516.1-2010,6.9,CAP-OM,OM-discoverObjectInstance,CB_ORD,partial,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.9-001,tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,object_management.callback_dispatch,"This imported object-management callback-order row remains partial because current tests prove callback occurrence and some sequencing, but not the full standard ordering envelope."
HLA1516.1-OM-6_9-FEDCB-002-SIG,IEEE 1516.1-2010,6.9,CAP-OM,OM-discoverObjectInstance,CB_SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.9-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable,object_management.callbacks.discoverObjectInstance,This imported object-management callback-signature row is directly covered by the Clause 6 source-binding signature audit.
HLA1516.1-CPP-6_10-UPDATEATTRIBUTEVALUES-042,IEEE 1516.1-2010,6.10,CAP-API,API-CPP,CPP_METHOD,mapped,hla1516_1_api_detailed_reconciliation.csv,HLA1516.1-OM-001,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,api/cpp,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-6_10-UPDATEATTRIBUTEVALUES-043,IEEE 1516.1-2010,6.10,CAP-API,API-CPP,CPP_METHOD,mapped,hla1516_1_api_detailed_reconciliation.csv,HLA1516.1-OM-001,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,api/cpp,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-OM-6_10-001,IEEE 1516.1-2010,6.10,CAP-OM,OM-UPDATE-ATTRIBUTE-VALUES-SERVICE,SVC,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,test_two_python_federates_share_in_memory_rti,rti.object_management.update_attribute_values,This imported object-management seed row is aligned to the current Clause 6 service or callback bridge for the same clause.
HLA1516.1-OM-6_10-RTIAPI-001,IEEE 1516.1-2010,6.10,CAP-OM,OM-updateAttributeValues,RTI_API,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,object_management.updateAttributeValues,This imported object-management RTIambassador surface row is directly covered by the Clause 6 source-binding signature audit.
HLA1516.1-OM-6_10-RTIAPI-001-EFF,IEEE 1516.1-2010,6.10,CAP-OM,OM-updateAttributeValues,EFF,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-003,test_dm_publication_and_ddm_subscriptions_route_object_updates_and_interactions,object_management.updateAttributeValues,The direct routing witness now isolates the supported `updateAttributeValues` effect slice: a published object update with overlapping DDM scope reflects to the subscribed joined federate on the exercised backend path.
HLA1516.1-OM-6_10-RTIAPI-001-EXC,IEEE 1516.1-2010,6.10,CAP-OM,OM-updateAttributeValues,EXC_API,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,test_clause_6_federate_initiated_services_validate_core_argument_shapes;test_update_attribute_values_rejects_not_connected_not_joined_unknown_object_invalid_time_not_owned_and_save_restore,object_management.updateAttributeValues,"Direct negative-path witnesses now cover the listed object-knownness, attribute-definition, ownership, membership, connection, and save/restore exception families for this overload."
HLA1516.1-OM-6_10-RTIAPI-001-MOM,IEEE 1516.1-2010,6.10,CAP-OM,OM-updateAttributeValues,MOM_TRACE,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting;test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting,mom.service_reporting,This imported object-management MOM-trace row is directly covered by the Clause 6 MOM service-reporting witness.
HLA1516.1-OM-6_10-RTIAPI-001-SIG,IEEE 1516.1-2010,6.10,CAP-OM,OM-updateAttributeValues,SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,object_management.updateAttributeValues,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-OM-6_10-RTIAPI-002,IEEE 1516.1-2010,6.10,CAP-OM,OM-updateAttributeValues,RTI_API,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,object_management.updateAttributeValues,This imported object-management RTIambassador surface row is directly covered by the Clause 6 source-binding signature audit.
HLA1516.1-OM-6_10-RTIAPI-002-EXC,IEEE 1516.1-2010,6.10,CAP-OM,OM-updateAttributeValues,EXC_API,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,test_clause_6_federate_initiated_services_validate_core_argument_shapes;test_update_attribute_values_rejects_not_connected_not_joined_unknown_object_invalid_time_not_owned_and_save_restore;tests/backends/test_python_backend_time_ddm_extended.py::test_strict_publication_and_invalid_logical_time_guards_block_object_and_interaction_delivery,object_management.updateAttributeValues,"Direct negative-path witnesses now cover invalid logical time together with object-knownness, attribute-definition, ownership, membership, connection, and save/restore exception families for the timed overload."
HLA1516.1-OM-6_10-RTIAPI-002-MOM,IEEE 1516.1-2010,6.10,CAP-OM,OM-updateAttributeValues,MOM_TRACE,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting;test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting,mom.service_reporting,This imported object-management MOM-trace row is directly covered by the Clause 6 MOM service-reporting witness.
HLA1516.1-OM-6_10-RTIAPI-002-RET,IEEE 1516.1-2010,6.10,CAP-OM,OM-updateAttributeValues,RET,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-003,test_dm_publication_and_ddm_subscriptions_route_object_updates_and_interactions,object_management.updateAttributeValues,This imported object-management return-value row is directly covered by the current Clause 6 state/effect tests for the same service family.
HLA1516.1-OM-6_10-RTIAPI-002-SIG,IEEE 1516.1-2010,6.10,CAP-OM,OM-updateAttributeValues,SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,object_management.updateAttributeValues,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-ARG-001,IEEE 1516.1-2010,6.10,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,ARG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,test_clause_6_federate_initiated_services_validate_core_argument_shapes,rti/object_management,"Focused Clause 6 argument-validation audit now proves the core federate-initiated service rejects invalid object, class, attribute, interaction, or parameter handles for this packet slice."
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-ARG-002,IEEE 1516.1-2010,6.10,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,ARG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,test_clause_6_federate_initiated_services_validate_core_argument_shapes,rti/object_management,"Focused Clause 6 argument-validation audit now proves the core federate-initiated service rejects invalid object, class, attribute, interaction, or parameter handles for this packet slice."
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-EFF-001,IEEE 1516.1-2010,6.10,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,EFF,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-003,test_dm_publication_and_ddm_subscriptions_route_object_updates_and_interactions,rti/object_management,The direct routing witness now isolates the supported `updateAttributeValues` effect slice: an owned published attribute update reflects only to the subscribed joined federate whose DDM region overlaps the update region.
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-EXC-001,IEEE 1516.1-2010,6.10,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,EXC,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,test_clause_6_federate_initiated_services_validate_core_argument_shapes;test_update_attribute_values_rejects_not_connected_not_joined_unknown_object_invalid_time_not_owned_and_save_restore;tests/backends/test_python_backend_time_ddm_extended.py::test_strict_publication_and_invalid_logical_time_guards_block_object_and_interaction_delivery,rti/object_management,"The direct Clause 6 negative-path witnesses now isolate the listed exception envelope for updateAttributeValues across object-knownness, attribute-definition, ownership, membership, connection, save/restore, and invalid-logical-time failures."
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-MOM-001,IEEE 1516.1-2010,6.10,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,MOM,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting,rti/mom/service_reporting,Direct MOM observer proof now shows this Clause 6 federate-initiated service is emitted through HLAreportServiceInvocation when the invoking federate enables service reporting and a second federate subscribes as witness.
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-PRE-001,IEEE 1516.1-2010,6.10,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,PRE,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,test_clause_6_federate_initiated_services_validate_core_argument_shapes;test_update_attribute_values_rejects_not_connected_not_joined_unknown_object_invalid_time_not_owned_and_save_restore,rti/object_management,"Focused negative-path witnesses now isolate the applicable precondition surface for the `updateAttributeValues` overloads across connection state, federation-execution membership, handle validation, ownership, invalid logical time, and save/restore guards."
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SIG-001,IEEE 1516.1-2010,6.10,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,rti/object_management,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SIG-002,IEEE 1516.1-2010,6.10,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.10-001,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,rti/object_management,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
