edition,requirement_id,source_document,clause,page,area,service_group,service_or_check,priority,closure_wave,requirement_text,normative_level,row_kind,parent_requirement_id,canonical_status,canonical_status_reason,owner_doc,primary_test_shard,primary_command,evidence_refs,boundary_note,source_trace_strength,repo_evidence_status,tags
2010,HLA1516.1-FM-4.2-PRE-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.2,,IEEE 1516.1-2010 (2010 edition),FM/PRE,Connect shall be rejected when the RTI ambassador is already connected.,,,Connect shall be rejected when the RTI ambassador is already connected.,,extracted-requirement,,pass,verification_method=negative service test; Current backend raises AlreadyConnected.,,,,test_connect_rejects_second_connection_attempt; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-pre
2010,HLA1516.1-FM-4.2-SIG-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.2,,IEEE 1516.1-2010 (2010 edition),FM/SIG,"RTI shall provide the Connect service with federate ambassador, callback model, and optional local settings designator inputs.",,,"RTI shall provide the Connect service with federate ambassador, callback model, and optional local settings designator inputs.",,extracted-requirement,,pass,verification_method=api surface + adapter test; Paraphrased engineering split of the coarse 4.2 service row.,,,,test_connect_adapts_python_federate_ambassador; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-sig
2010,HLA1516.1-FM-4.2-TEST-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.2,,IEEE 1516.1-2010 (2010 edition),FM/TEST,"Connect shall be covered by direct service tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",,,"Connect shall be covered by direct service tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",,extracted-requirement,,pass,verification_method=test plan + backend matrix placeholder; The direct Python 2010 lane is proven directly; hosted gRPC and REST lifecycle replay is recorded separately in backend-resolution evidence.,,,,test_grpc_transport_can_host_python_rti_fm_lifecycle_end_to_end; test_rest_transport_can_host_python_rti_fm_lifecycle_end_to_end; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-test
2010,HLA1516.1-FM-4.20-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.20,,IEEE 1516.1-2010 (2010 edition),FM,RTI shall report Federation Saved or Federation Not Saved according to save outcome,,,RTI shall report Federation Saved or Federation Not Saved according to save outcome,,extracted-requirement,,pass,verification_method=callback and integration test; Clause-level save-outcome callback row mapped to exact success failure and aborted save outcome callbacks.,,,,packages/hla-backend-python1516e/src/hla.backends.python1516e/save_restore.py; tests/backends/test_python_backend_federation_extended.py::test_synchronization_points_and_save_status_callbacks; tests/backends/test_python_backend_federation_extended.py::test_save_failure_reports_federation_not_saved_and_clears_status; tests/backends/test_python_backend_federation_extended.py::test_abort_federation_save_reports_aborted_and_clears_status; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv; requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm
2010,HLA1516.1-FM-4.20-ARG-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.20,,IEEE 1516.1-2010 (2010 edition),FM/ARG,Federation Saved and Federation Not Saved shall surface the federation save success indicator through the saved versus not-saved callback split.,,,Federation Saved and Federation Not Saved shall surface the federation save success indicator through the saved versus not-saved callback split.,,extracted-requirement,,pass,verification_method=argument validation tests; Direct save callback witnesses now prove successful save completion is surfaced distinctly from failure through the saved versus not-saved callback split.,,,,test_save_callbacks_respect_callback_model_for_initiation_outcomes_and_status; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-arg
2010,HLA1516.1-FM-4.20-ARG-002,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.20,,IEEE 1516.1-2010 (2010 edition),FM/ARG,Federation Saved and Federation Not Saved shall surface an explicit failure reason when the federation save does not complete successfully.,,,Federation Saved and Federation Not Saved shall surface an explicit failure reason when the federation save does not complete successfully.,,extracted-requirement,,pass,verification_method=argument validation tests; Direct save outcome witnesses now prove federationNotSaved carries federate-reported-failure and save-aborted reasons instead of a generic failure.,,,,test_save_failure_reports_federation_not_saved_and_clears_status; test_abort_federation_save_reports_aborted_and_clears_status; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-arg
2010,HLA1516.1-FM-4.20-CB-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.20,,IEEE 1516.1-2010 (2010 edition),FM/CB,The Federation Saved and Federation Not Saved callback shall be delivered to the appropriate federates with the clause-defined payload and timing semantics.,,,The Federation Saved and Federation Not Saved callback shall be delivered to the appropriate federates with the clause-defined payload and timing semantics.,,extracted-requirement,,pass,verification_method=callback and integration test; Generated callback-delivery slice for clause 4.20 tied to the current callback evidence.,,,,test_save_failure_reports_federation_not_saved_and_clears_status; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-cb
2010,HLA1516.1-FM-4.20-EFF-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.20,,IEEE 1516.1-2010 (2010 edition),FM/EFF,Federation Saved and Federation Not Saved callbacks shall report successful save completion or federate-reported save failure and clear active save state afterward.,,,Federation Saved and Federation Not Saved callbacks shall report successful save completion or federate-reported save failure and clear active save state afterward.,,extracted-requirement,,pass,verification_method=callback and integration test; Direct save lifecycle witnesses now prove joined federates receive the successful federationSaved callback or the unsuccessful federationNotSaved callback and then return to the no-save-in-progress state.,,,,test_save_restore_lifecycle_states_are_visible_in_mom_summary; test_save_failure_reports_federation_not_saved_and_clears_status; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-eff
2010,HLA1516.1-FM-4.20-EXC-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.20,,IEEE 1516.1-2010 (2010 edition),FM/EXC,Federation Saved and Federation Not Saved shall distinguish successful completion federate-reported failure and aborted-save outcomes through distinct callback names and failure reasons.,,,Federation Saved and Federation Not Saved shall distinguish successful completion federate-reported failure and aborted-save outcomes through distinct callback names and failure reasons.,,extracted-requirement,,pass,verification_method=callback outcome matrix; Direct save outcome witnesses now prove the repo emits federationSaved for success and federationNotSaved with FEDERATE_REPORTED_FAILURE_DURING_SAVE or SAVE_ABORTED when save completion fails.,,,,test_save_failure_reports_federation_not_saved_and_clears_status; test_abort_federation_save_reports_aborted_and_clears_status; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-exc
2010,HLA1516.1-FM-4.20-MOM-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.20,,IEEE 1516.1-2010 (2010 edition),FM/MOM,"Federation Saved and Federation Not Saved effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",,,"Federation Saved and Federation Not Saved effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",,extracted-requirement,,pass,verification_method=observer verification slice; Directly asserts save/restore lifecycle leaves MOM observer state coherent for the joined federates.,,,,test_save_restore_keeps_mom_summary_coherent_for_joined_federates; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-mom
2010,HLA1516.1-FM-4.20-PRE-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.20,,IEEE 1516.1-2010 (2010 edition),FM/PRE,The Federation Saved and Federation Not Saved requirement shall apply only when the synchronization or save/restore preconditions for clause 4.20 are satisfied.,,,The Federation Saved and Federation Not Saved requirement shall apply only when the synchronization or save/restore preconditions for clause 4.20 are satisfied.,,extracted-requirement,,pass,verification_method=callback trigger test; Generated precondition slice for clause 4.20 based on the existing engineering seed row.,,,,test_save_failure_reports_federation_not_saved_and_clears_status; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-pre
2010,HLA1516.1-FM-4.20-SIG-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.20,,IEEE 1516.1-2010 (2010 edition),FM/SIG,RTI shall deliver the Federation Saved or Federation Not Saved according to save outcome.,,,RTI shall deliver the Federation Saved or Federation Not Saved according to save outcome.,,extracted-requirement,,pass,verification_method=callback surface verification; Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.20-001.,,,,test_save_failure_reports_federation_not_saved_and_clears_status; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-sig
2010,HLA1516.1-FM-4.20-TEST-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.20,,IEEE 1516.1-2010 (2010 edition),FM/TEST,"Federation Saved and Federation Not Saved shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",,,"Federation Saved and Federation Not Saved shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",,extracted-requirement,,pass,verification_method=test plan + backend matrix placeholder; The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.,,,,test_save_failure_reports_federation_not_saved_and_clears_status; test_grpc_transport_can_host_python_rti_save_restore_end_to_end; test_rest_transport_can_host_python_rti_save_restore_end_to_end; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-test
2010,HLA1516.1-FM-4.21-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.21,,IEEE 1516.1-2010 (2010 edition),FM,RTI shall provide Abort Federation Save,,,RTI shall provide Abort Federation Save,,extracted-requirement,,pass,verification_method=service verification; Clause-level abort-save row mapped to explicit service validation and to the harmonized FM service decomposition.,,,,hla2010/backends/python/save_restore.py; tests/backends/test_python_backend_federation_extended.py; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv; requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm
2010,HLA1516.1-FM-4.21-CB-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.21,,IEEE 1516.1-2010 (2010 edition),FM/CB,"Abort Federation Save shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",,,"Abort Federation Save shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",,extracted-requirement,,pass,verification_method=callback and integration test; Generated callback-delivery slice for clause 4.21 tied to the current callback evidence.,,,,test_abort_federation_save_requires_save_in_progress; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-cb
