surface_type,item,status,reuse_action,requirement_action,service_group,2010_section_or_location,2025_section_or_location,2010_detail,2025_detail,notes
Java RTIambassador,setSendServiceReportsToFileSwitch,New 2025 API method,Add,Add 2025 API/binding requirement,Java RTIambassador,,Java rti1516_2025,,"void setSendServiceReportsToFileSwitch(boolean) throws SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",New 2025 Java method name; add requirement or map if replacing a 2010 name.
Java RTIambassador,setServiceReportingSwitch,New 2025 API method,Add,Add 2025 API/binding requirement,Java RTIambassador,,Java rti1516_2025,,"void setServiceReportingSwitch(boolean) throws ReportServiceInvocationsAreSubscribed, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",New 2025 Java method name; add requirement or map if replacing a 2010 name.
Java RTIambassador,subscribeInteractionClass,Same API method shape,Carry forward,Reuse API/binding requirement; update package namespace only,Java RTIambassador,Java rti1516e,Java rti1516_2025,"void subscribeInteractionClass(InteractionClassHandle) throws FederateServiceInvocationsAreBeingReportedViaMOM, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError","void subscribeInteractionClass(InteractionClassHandle) throws FederateServiceInvocationsAreBeingReportedViaMOM, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",Same method name and same parameter/return type shape; parameter variable names and package names not treated as requirement deltas.
Java RTIambassador,subscribeInteractionClassPassively,Same API method shape,Carry forward,Reuse API/binding requirement; update package namespace only,Java RTIambassador,Java rti1516e,Java rti1516_2025,"void subscribeInteractionClassPassively(InteractionClassHandle) throws FederateServiceInvocationsAreBeingReportedViaMOM, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError","void subscribeInteractionClassPassively(InteractionClassHandle) throws FederateServiceInvocationsAreBeingReportedViaMOM, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",Same method name and same parameter/return type shape; parameter variable names and package names not treated as requirement deltas.
Java RTIambassador,subscribeInteractionClassPassivelyWithRegions,Same API method shape,Carry forward,Reuse API/binding requirement; update package namespace only,Java RTIambassador,Java rti1516e,Java rti1516_2025,"void subscribeInteractionClassPassivelyWithRegions(InteractionClassHandle, RegionHandleSet) throws FederateServiceInvocationsAreBeingReportedViaMOM, InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError","void subscribeInteractionClassPassivelyWithRegions(InteractionClassHandle, RegionHandleSet) throws FederateServiceInvocationsAreBeingReportedViaMOM, InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",Same method name and same parameter/return type shape; parameter variable names and package names not treated as requirement deltas.
Java RTIambassador,subscribeInteractionClassWithRegions,Same API method shape,Carry forward,Reuse API/binding requirement; update package namespace only,Java RTIambassador,Java rti1516e,Java rti1516_2025,"void subscribeInteractionClassWithRegions(InteractionClassHandle, RegionHandleSet) throws FederateServiceInvocationsAreBeingReportedViaMOM, InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError","void subscribeInteractionClassWithRegions(InteractionClassHandle, RegionHandleSet) throws FederateServiceInvocationsAreBeingReportedViaMOM, InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",Same method name and same parameter/return type shape; parameter variable names and package names not treated as requirement deltas.
Java RTIambassador,subscribeObjectClassAttributes,Same API method shape,Carry forward,Reuse API/binding requirement; update package namespace only,Java RTIambassador,Java rti1516e,Java rti1516_2025,"void subscribeObjectClassAttributes(ObjectClassHandle, AttributeHandleSet) throws AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError | void subscribeObjectClassAttributes(ObjectClassHandle, AttributeHandleSet, String) throws AttributeNotDefined, ObjectClassNotDefined, InvalidUpdateRateDesignator, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError","void subscribeObjectClassAttributes(ObjectClassHandle, AttributeHandleSet) throws AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError | void subscribeObjectClassAttributes(ObjectClassHandle, AttributeHandleSet, String) throws AttributeNotDefined, ObjectClassNotDefined, InvalidUpdateRateDesignator, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",Same method name and same parameter/return type shape; parameter variable names and package names not treated as requirement deltas.
Java RTIambassador,subscribeObjectClassAttributesPassively,Same API method shape,Carry forward,Reuse API/binding requirement; update package namespace only,Java RTIambassador,Java rti1516e,Java rti1516_2025,"void subscribeObjectClassAttributesPassively(ObjectClassHandle, AttributeHandleSet) throws AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError | void subscribeObjectClassAttributesPassively(ObjectClassHandle, AttributeHandleSet, String) throws AttributeNotDefined, ObjectClassNotDefined, InvalidUpdateRateDesignator, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError","void subscribeObjectClassAttributesPassively(ObjectClassHandle, AttributeHandleSet) throws AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError | void subscribeObjectClassAttributesPassively(ObjectClassHandle, AttributeHandleSet, String) throws AttributeNotDefined, ObjectClassNotDefined, InvalidUpdateRateDesignator, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",Same method name and same parameter/return type shape; parameter variable names and package names not treated as requirement deltas.
Java RTIambassador,subscribeObjectClassAttributesPassivelyWithRegions,Same API method shape,Carry forward,Reuse API/binding requirement; update package namespace only,Java RTIambassador,Java rti1516e,Java rti1516_2025,"void subscribeObjectClassAttributesPassivelyWithRegions(ObjectClassHandle, AttributeSetRegionSetPairList) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError | void subscribeObjectClassAttributesPassivelyWithRegions(ObjectClassHandle, AttributeSetRegionSetPairList, String) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, InvalidUpdateRateDesignator, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError","void subscribeObjectClassAttributesPassivelyWithRegions(ObjectClassHandle, AttributeSetRegionSetPairList) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError | void subscribeObjectClassAttributesPassivelyWithRegions(ObjectClassHandle, AttributeSetRegionSetPairList, String) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, InvalidUpdateRateDesignator, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",Same method name and same parameter/return type shape; parameter variable names and package names not treated as requirement deltas.
Java RTIambassador,subscribeObjectClassAttributesWithRegions,Same API method shape,Carry forward,Reuse API/binding requirement; update package namespace only,Java RTIambassador,Java rti1516e,Java rti1516_2025,"void subscribeObjectClassAttributesWithRegions(ObjectClassHandle, AttributeSetRegionSetPairList) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError | void subscribeObjectClassAttributesWithRegions(ObjectClassHandle, AttributeSetRegionSetPairList, String) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, InvalidUpdateRateDesignator, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError","void subscribeObjectClassAttributesWithRegions(ObjectClassHandle, AttributeSetRegionSetPairList) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError | void subscribeObjectClassAttributesWithRegions(ObjectClassHandle, AttributeSetRegionSetPairList, String) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, InvalidUpdateRateDesignator, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",Same method name and same parameter/return type shape; parameter variable names and package names not treated as requirement deltas.
Java RTIambassador,subscribeObjectClassDirectedInteractions,New 2025 API method,Add,Add 2025 API/binding requirement,Java RTIambassador,,Java rti1516_2025,,"void subscribeObjectClassDirectedInteractions(ObjectClassHandle, InteractionClassHandleSet) throws InteractionClassNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",New 2025 Java method name; add requirement or map if replacing a 2010 name.
Java RTIambassador,subscribeObjectClassDirectedInteractionsUniversally,New 2025 API method,Add,Add 2025 API/binding requirement,Java RTIambassador,,Java rti1516_2025,,"void subscribeObjectClassDirectedInteractionsUniversally(ObjectClassHandle, InteractionClassHandleSet) throws InteractionClassNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",New 2025 Java method name; add requirement or map if replacing a 2010 name.
Java RTIambassador,synchronizationPointAchieved,Same API method shape,Carry forward,Reuse API/binding requirement; update package namespace only,Java RTIambassador,Java rti1516e,Java rti1516_2025,"void synchronizationPointAchieved(String) throws SynchronizationPointLabelNotAnnounced, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError | void synchronizationPointAchieved(String, boolean) throws SynchronizationPointLabelNotAnnounced, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError","void synchronizationPointAchieved(String) throws SynchronizationPointLabelNotAnnounced, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError | void synchronizationPointAchieved(String, boolean) throws SynchronizationPointLabelNotAnnounced, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",Same method name and same parameter/return type shape; parameter variable names and package names not treated as requirement deltas.
